1,1804,391,202,72,42,-1,-1
1,1805,954,211,116,107,-1,-1
1,1807,321,557,227,175,-1,-1
2,1804,391,202,72,42,-1,-1
2,1805,955,209,116,106,-1,-1
2,1807,314,562,230,177,-1,-1
3,1804,391,202,72,42,-1,-1
3,1805,957,208,116,105,-1,-1
3,1807,308,567,234,179,-1,-1
4,1804,391,202,72,42,-1,-1
4,1805,958,206,115,105,-1,-1
4,1807,301,571,238,181,-1,-1
5,1804,391,202,72,42,-1,-1
5,1805,959,204,115,104,-1,-1
5,1807,295,576,243,184,-1,-1
6,1804,391,202,72,42,-1,-1
6,1805,960,202,114,103,-1,-1
6,1807,288,581,247,186,-1,-1
7,1804,391,202,72,42,-1,-1
7,1805,961,200,114,102,-1,-1
7,1807,282,586,252,189,-1,-1
8,1804,391,202,72,42,-1,-1
8,1805,962,198,113,101,-1,-1
8,1807,275,590,255,191,-1,-1
9,1804,391,202,72,42,-1,-1
9,1805,962,196,113,101,-1,-1
9,1807,269,595,257,194,-1,-1
10,1804,391,202,72,42,-1,-1
10,1805,964,194,112,100,-1,-1
10,1807,262,600,259,196,-1,-1
11,1804,391,202,72,42,-1,-1
11,1805,965,192,112,99,-1,-1
11,1807,254,605,260,199,-1,-1
12,1804,391,202,72,42,-1,-1
12,1805,966,190,111,99,-1,-1
12,1807,246,610,262,202,-1,-1
13,1804,391,202,72,42,-1,-1
13,1805,967,188,111,98,-1,-1
13,1807,238,615,265,205,-1,-1
14,1804,391,202,72,42,-1,-1
14,1805,969,186,111,98,-1,-1
14,1807,230,620,268,207,-1,-1
15,1804,391,202,72,42,-1,-1
15,1805,970,184,110,97,-1,-1
15,1807,222,624,271,210,-1,-1
16,1804,391,202,72,42,-1,-1
16,1805,972,182,110,96,-1,-1
16,1807,213,629,274,212,-1,-1
17,1804,391,202,72,42,-1,-1
17,1805,974,180,110,96,-1,-1
17,1807,205,634,278,215,-1,-1
18,1804,391,202,72,42,-1,-1
18,1805,976,178,110,95,-1,-1
18,1807,196,639,282,217,-1,-1
19,1804,391,202,72,42,-1,-1
19,1805,978,176,109,95,-1,-1
19,1807,187,643,286,219,-1,-1
20,1804,391,202,72,42,-1,-1
20,1805,981,174,109,94,-1,-1
20,1807,179,648,291,221,-1,-1
21,1804,391,202,72,42,-1,-1
21,1805,984,172,109,94,-1,-1
21,1806,1813,545,99,170,-1,-1
21,1807,170,652,297,224,-1,-1
22,1804,391,202,72,42,-1,-1
22,1805,987,169,109,93,-1,-1
22,1806,1813,545,99,170,-1,-1
22,1807,161,657,302,226,-1,-1
23,1804,391,202,72,42,-1,-1
23,1805,991,167,109,93,-1,-1
23,1806,1813,545,99,170,-1,-1
23,1807,152,661,307,228,-1,-1
24,1804,391,202,72,42,-1,-1
24,1805,995,166,110,92,-1,-1
24,1806,1813,545,99,170,-1,-1
24,1807,144,665,312,231,-1,-1
25,1804,391,202,72,42,-1,-1
25,1805,999,164,110,92,-1,-1
25,1806,1813,545,99,170,-1,-1
25,1807,135,670,315,232,-1,-1
26,1804,391,202,72,42,-1,-1
26,1805,1003,162,110,91,-1,-1
26,1806,1813,545,99,170,-1,-1
26,1807,127,674,318,234,-1,-1
27,1804,391,202,72,42,-1,-1
27,1805,1007,160,110,90,-1,-1
27,1806,1813,545,99,170,-1,-1
27,1807,119,678,320,235,-1,-1
28,1804,391,202,72,42,-1,-1
28,1805,1012,158,111,90,-1,-1
28,1806,1813,545,99,170,-1,-1
28,1807,112,682,322,237,-1,-1
29,1804,391,202,72,42,-1,-1
29,1805,1017,156,111,89,-1,-1
29,1806,1813,545,99,170,-1,-1
29,1807,104,686,325,238,-1,-1
30,1804,391,202,72,42,-1,-1
30,1805,1023,154,112,89,-1,-1
30,1806,1813,545,99,170,-1,-1
30,1807,97,690,328,240,-1,-1
31,1804,391,202,72,42,-1,-1
31,1805,1029,153,112,88,-1,-1
