1,134,1,1096,258,74,61,-90.723265,42.525230
4,105,1,593,244,77,120,-90.723848,42.525455
4,83,1,680,294,117,77,-90.723843,42.525481
2,34,1,912,218,89,87,-90.723909,42.525912
3,62,1,478,238,123,101,-90.723392,42.525780
2,64,1,125,454,492,202,-90.723641,42.525616
5,105,1,307,249,108,67,-90.723618,42.525650
3,61,1,669,225,106,108,-90.723373,42.525750
5,107,1,3,531,60,119,-90.723633,42.525508
3,33,1,609,440,445,245,-90.723664,42.525632
4,107,1,422,213,226,256,-90.723655,42.525518
4,105,2,592,244,77,121,-90.723846,42.525456
4,83,2,686,294,112,75,-90.723849,42.525480
2,64,2,195,451,490,200,-90.723637,42.525623
5,107,2,3,529,60,121,-90.723633,42.525508
3,33,2,566,437,438,240,-90.723662,42.525637
4,107,2,421,213,228,257,-90.723654,42.525519
5,105,2,315,245,103,66,-90.723617,42.525655
3,62,2,477,238,124,102,-90.723394,42.525780
3,61,2,669,225,106,108,-90.723373,42.525750
2,34,2,909,220,92,88,-90.723904,42.525907
1,134,2,1094,258,74,59,-90.723259,42.525220
1,134,3,1093,257,72,59,-90.723255,42.525215
5,107,3,3,528,60,122,-90.723633,42.525508
3,61,3,669,225,105,108,-90.723373,42.525750
4,105,3,592,245,77,120,-90.723846,42.525456
3,62,3,477,238,124,102,-90.723394,42.525780
4,83,3,692,293,107,74,-90.723854,42.525479
5,105,3,322,241,99,64,-90.723617,42.525660
3,33,3,521,434,433,235,-90.723661,42.525642
2,34,3,906,222,95,89,-90.723899,42.525902
2,64,3,264,448,487,198,-90.723634,42.525631
4,107,3,420,213,227,257,-90.723654,42.525518
2,35,3,875,169,67,49,-90.724157,42.526080
4,83,4,698,292,102,73,-90.723860,42.525478
3,61,4,669,225,105,108,-90.723373,42.525750
3,62,4,476,238,125,103,-90.723396,42.525779
5,105,4,330,237,94,62,-90.723616,42.525665
4,105,4,591,245,77,121,-90.723843,42.525457
5,107,4,3,527,59,123,-90.723633,42.525508
2,64,4,332,445,483,197,-90.723630,42.525638
2,35,4,877,171,68,49,-90.724149,42.526075
1,134,4,1091,256,71,59,-90.723251,42.525210
2,34,4,904,224,96,91,-90.723892,42.525896
4,107,4,420,213,228,257,-90.723654,42.525518
3,33,4,475,431,429,230,-90.723659,42.525647
2,35,5,878,173,70,49,-90.724141,42.526070
4,83,5,704,292,97,71,-90.723865,42.525476
2,34,5,902,227,98,91,-90.723886,42.525892
5,105,5,338,233,89,61,-90.723616,42.525670
3,33,5,429,427,425,226,-90.723657,42.525653
3,62,5,477,238,124,103,-90.723396,42.525779
5,107,5,3,528,59,121,-90.723633,42.525508
3,61,5,666,227,108,106,-90.723373,42.525751
4,107,5,420,214,228,256,-90.723654,42.525518
2,64,5,399,442,478,195,-90.723627,42.525645
1,134,5,1090,256,69,57,-90.723245,42.525199
4,105,5,591,245,77,121,-90.723843,42.525457
2,34,6,899,229,100,93,-90.723880,42.525886
3,61,6,666,228,107,105,-90.723373,42.525751
4,83,6,710,291,92,69,-90.723874,42.525474
3,62,6,477,238,124,102,-90.723394,42.525780
2,35,6,880,175,71,49,-90.724133,42.526065
3,33,6,384,424,420,221,-90.723656,42.525658
5,107,6,3,528,60,121,-90.723633,42.525508
1,134,6,1088,255,69,57,-90.723241,42.525194
4,107,6,419,214,229,256,-90.723654,42.525518
2,64,6,464,438,473,193,-90.723624,42.525652
4,105,6,590,246,77,121,-90.723841,42.525457
5,105,6,345,229,85,59,-90.723615,42.525676
3,33,7,339,421,415,216,-90.723654,42.525664
5,105,7,353,225,80,57,-90.723615,42.525682
1,134,7,1087,254,67,56,-90.723234,42.525183
3,62,7,477,237,124,103,-90.723394,42.525780
4,83,7,716,290,87,68,-90.723880,42.525473
4,107,7,419,214,226,256,-90.723654,42.525518
2,35,7,882,177,71,50,-90.724122,42.526058
5,107,7,3,529,58,120,-90.723633,42.525508
2,64,7,528,435,466,191,-90.723621,42.525659
3,61,7,666,228,107,105,-90.723373,42.525751
4,105,7,590,246,77,121,-90.723841,42.525457
2,34,7,896,231,102,95,-90.723873,42.525881
4,107,8,419,214,224,256,-90.723653,42.525518
2,35,8,884,179,72,50,-90.724114,42.526053
5,107,8,3,530,60,119,-90.723633,42.525508
2,64,8,591,432,457,189,-90.723618,42.525666
2,34,8,892,233,105,96,-90.723868,42.525877
3,33,8,295,417,409,212,-90.723652,42.525670
5,105,8,361,221,74,55,-90.723615,42.525689
1,134,8,1085,254,66,55,-90.723230,42.525177
3,62,8,477,237,124,103,-90.723394,42.525780
3,61,8,666,227,107,105,-90.723371,42.525751
4,83,8,722,290,82,66,-90.723885,42.525472
4,105,8,590,246,76,121,-90.723841,42.525457
4,105,9,589,247,77,121,-90.723838,42.525458
2,64,9,651,428,449,187,-90.723616,42.525673
1,134,9,1084,253,64,54,-90.723223,42.525166
5,105,9,368,217,70,54,-90.723614,42.525694
3,33,9,249,414,405,207,-90.723650,42.525676
2,35,9,886,181,72,51,-90.724104,42.526046
4,83,9,728,289,77,65,-90.723891,42.525470
4,107,9,419,214,224,256,-90.723653,42.525518
5,107,9,4,530,61,119,-90.723633,42.525508
3,62,9,477,237,124,103,-90.723394,42.525780
3,61,9,667,227,106,105,-90.723371,42.525751
2,34,9,888,235,108,98,-90.723862,42.525871
2,64,10,710,424,438,185,-90.723614,42.525681
2,34,10,883,237,112,100,-90.723856,42.525866
3,62,10,478,237,123,102,-90.723392,42.525780
3,61,10,667,227,106,106,-90.723373,42.525751
5,112,10,1,450,104,105,-90.723648,42.525531
1,134,10,1082,253,64,53,-90.723219,42.525160
4,83,10,734,288,72,63,-90.723901,42.525468
3,33,10,203,411,401,202,-90.723648,42.525682
4,105,10,589,247,77,121,-90.723838,42.525458
5,107,10,4,530,63,119,-90.723633,42.525508
4,107,10,418,214,228,256,-90.723654,42.525518
2,35,10,888,182,73,52,-90.724096,42.526042
5,105,10,376,213,65,52,-90.723614,42.525701
5,105,11,384,209,60,50,-90.723613,42.525708
3,33,11,155,407,399,198,-90.723646,42.525689
4,107,11,418,214,224,256,-90.723653,42.525518
2,64,11,767,421,427,182,-90.723612,42.525688
2,35,11,890,184,73,53,-90.724086,42.526035
3,62,11,478,237,123,102,-90.723392,42.525780
4,105,11,589,248,77,120,-90.723838,42.525458
2,34,11,877,240,116,101,-90.723851,42.525860
5,107,11,4,529,62,119,-90.723633,42.525509
3,61,11,666,229,107,104,-90.723373,42.525751
4,83,11,740,288,67,61,-90.723907,42.525466
5,112,11,0,447,116,103,-90.723648,42.525532
1,134,11,1081,252,62,52,-90.723212,42.525148
2,35,12,892,186,73,54,-90.724076,42.526028
4,106,12,730,287,77,64,-90.723900,42.525468
4,107,12,417,214,223,256,-90.723653,42.525518
2,34,12,872,242,119,102,-90.723847,42.525856
4,105,12,589,248,76,120,-90.723838,42.525458
1,134,12,1079,251,61,52,-90.723207,42.525141
3,33,12,107,404,397,193,-90.723644,42.525696
5,112,12,-1,444,128,101,-90.723648,42.525534
5,107,12,4,528,62,120,-90.723633,42.525509
2,64,12,822,417,414,180,-90.723611,42.525694
5,105,12,392,205,55,49,-90.723612,42.525715
3,62,12,478,237,123,102,-90.723392,42.525780
3,61,12,665,229,108,104,-90.723373,42.525751
5,112,13,0,440,139,100,-90.723647,42.525535
3,33,13,64,401,389,188,-90.723642,42.525703
5,107,13,4,527,62,121,-90.723633,42.525509
5,105,13,399,201,51,47,-90.723612,42.525722
3,62,13,478,237,124,102,-90.723392,42.525780
4,105,13,588,248,77,120,-90.723838,42.525458
3,61,13,664,229,109,103,-90.723371,42.525751
2,34,13,865,244,124,104,-90.723841,42.525851
4,61,13,687,300,104,69,-90.723848,42.525480
2,35,13,893,188,74,54,-90.724069,42.526024
2,64,13,875,413,401,178,-90.723610,42.525701
4,106,13,730,288,77,63,-90.723900,42.525468
1,134,13,1078,251,59,50,-90.723199,42.525129
4,107,13,417,214,222,256,-90.723653,42.525518
4,107,14,416,214,221,256,-90.723653,42.525518
4,61,14,685,302,106,71,-90.723839,42.525483
2,35,14,895,190,74,55,-90.724060,42.526017
4,106,14,730,288,77,62,-90.723903,42.525467
3,33,14,29,398,374,183,-90.723640,42.525709
5,112,14,2,437,149,98,-90.723647,42.525537
4,105,14,588,249,77,120,-90.723835,42.525459
5,107,14,4,525,64,123,-90.723633,42.525509
2,64,14,926,409,386,175,-90.723609,42.525708
1,134,14,1077,250,57,50,-90.723195,42.525122
5,105,14,407,197,46,45,-90.723611,42.525731
3,61,14,667,226,106,107,-90.723373,42.525751
3,62,14,477,237,125,102,-90.723392,42.525780
2,34,14,859,246,127,106,-90.723836,42.525846
3,61,15,667,225,106,107,-90.723371,42.525751
2,64,15,974,404,371,173,-90.723609,42.525715
4,106,15,730,288,76,62,-90.723903,42.525466
2,35,15,896,192,76,55,-90.724053,42.526013
1,61,15,1,530,68,104,-90.723386,42.525730
3,62,15,477,237,125,103,-90.723394,42.525779
5,107,15,4,524,66,124,-90.723633,42.525509
4,107,15,416,214,217,256,-90.723653,42.525517
4,105,15,588,249,77,120,-90.723835,42.525459
2,34,15,852,248,132,108,-90.723831,42.525841
5,112,15,5,433,160,97,-90.723646,42.525539
5,105,15,415,193,41,43,-90.723610,42.525739
4,61,15,684,303,107,75,-90.723827,42.525487
3,33,15,8,394,345,179,-90.723637,42.525716
1,134,15,1075,249,57,49,-90.723186,42.525108
3,33,16,-1,391,304,174,-90.723634,42.525721
2,64,16,1020,400,354,170,-90.723609,42.525722
3,61,16,665,229,108,104,-90.723373,42.525751
4,106,16,730,288,76,61,-90.723906,42.525465
2,35,16,898,194,76,55,-90.724047,42.526009
5,112,16,11,429,168,97,-90.723645,42.525540
1,134,16,1074,249,55,48,-90.723182,42.525102
1,61,16,1,530,68,104,-90.723386,42.525730
3,62,16,477,237,125,103,-90.723394,42.525779
4,107,16,415,214,212,256,-90.723653,42.525517
5,107,16,4,523,67,125,-90.723632,42.525509
2,34,16,844,251,136,109,-90.723826,42.525836
4,105,16,587,249,77,120,-90.723835,42.525459
4,61,16,683,304,108,79,-90.723815,42.525491
4,107,17,415,215,217,256,-90.723652,42.525518
3,33,17,-1,388,254,169,-90.723630,42.525727
4,106,17,730,288,76,61,-90.723906,42.525465
3,62,17,477,237,125,102,-90.723392,42.525780
2,64,17,1063,396,338,167,-90.723609,42.525729
2,35,17,899,195,76,57,-90.724038,42.526003
3,61,17,665,226,108,107,-90.723373,42.525751
5,112,17,19,425,176,96,-90.723643,42.525542
1,61,17,1,530,68,104,-90.723386,42.525730
4,105,17,587,250,77,119,-90.723835,42.525459
2,34,17,836,253,141,111,-90.723822,42.525831
5,107,17,5,522,71,125,-90.723632,42.525509
4,61,17,682,305,109,83,-90.723804,42.525495
3,33,18,2,384,201,165,-90.723627,42.525732
3,62,18,477,237,125,102,-90.723392,42.525780
3,61,18,665,226,108,107,-90.723373,42.525751
5,112,18,29,421,184,95,-90.723640,42.525543
4,105,18,587,250,77,119,-90.723835,42.525459
2,34,18,826,255,147,112,-90.723819,42.525826
2,64,18,1103,391,322,165,-90.723609,42.525735
5,107,18,5,520,74,127,-90.723632,42.525509
4,107,18,414,215,206,256,-90.723651,42.525517
1,61,18,1,530,68,104,-90.723386,42.525730
4,106,18,730,288,75,61,-90.723906,42.525465
2,35,18,900,197,77,57,-90.724032,42.525999
4,61,18,681,306,110,88,-90.723792,42.525500
4,107,19,413,215,203,257,-90.723650,42.525517
5,112,19,42,416,190,95,-90.723637,42.525545
5,107,19,5,519,75,128,-90.723632,42.525509
2,35,19,902,199,77,58,-90.724023,42.525993
2,34,19,816,257,153,114,-90.723814,42.525821
2,64,19,1140,387,306,162,-90.723610,42.525742
4,61,19,681,307,110,92,-90.723781,42.525504
1,61,19,1,530,68,104,-90.723386,42.525730
3,62,19,477,237,125,102,-90.723392,42.525780
4,106,19,730,289,75,60,-90.723906,42.525465
4,105,19,586,250,78,120,-90.723833,42.525460
3,33,19,4,381,149,160,-90.723623,42.525738
3,61,19,665,226,108,107,-90.723373,42.525751
2,34,20,806,260,158,115,-90.723810,42.525816
2,64,20,1175,382,289,159,-90.723612,42.525749
4,106,20,730,289,75,61,-90.723903,42.525466
3,62,20,477,237,124,102,-90.723392,42.525780
4,107,20,412,215,202,257,-90.723650,42.525517
5,107,20,5,517,77,130,-90.723631,42.525509
2,35,20,903,201,78,58,-90.724017,42.525989
4,105,20,586,251,77,119,-90.723833,42.525460
1,61,20,1,530,68,104,-90.723386,42.525730
3,33,20,4,378,99,155,-90.723619,42.525744
5,112,20,57,412,195,94,-90.723634,42.525547
4,61,20,680,308,111,95,-90.723774,42.525506
3,61,20,665,228,108,104,-90.723371,42.525751
4,105,21,585,251,78,120,-90.723830,42.525461
2,34,21,794,262,165,117,-90.723806,42.525811
2,19,21,1260,233,136,115,-90.723774,42.525911
2,64,21,1207,377,272,157,-90.723613,42.525755
4,61,21,679,309,111,98,-90.723766,42.525509
1,61,21,1,530,68,104,-90.723386,42.525730
3,62,21,478,237,123,102,-90.723392,42.525780
3,61,21,665,229,109,103,-90.723371,42.525751
4,107,21,411,216,215,257,-90.723649,42.525518
5,112,21,74,407,200,95,-90.723630,42.525549
4,106,21,729,290,76,60,-90.723903,42.525466
3,33,21,-1,374,54,150,-90.723615,42.525751
2,35,21,904,203,78,59,-90.724009,42.525983
5,107,21,5,515,81,132,-90.723631,42.525509
2,19,22,1253,231,135,112,-90.723782,42.525916
4,105,22,584,251,79,120,-90.723830,42.525460
2,34,22,782,264,172,118,-90.723804,42.525807
2,35,22,905,205,79,59,-90.724004,42.525979
3,62,22,478,237,123,102,-90.723392,42.525780
5,107,22,5,511,86,136,-90.723630,42.525509
1,61,22,1,529,68,105,-90.723386,42.525730
5,112,22,93,402,204,95,-90.723625,42.525551
3,61,22,665,229,109,103,-90.723371,42.525751
4,107,22,410,216,219,258,-90.723648,42.525519
4,61,22,677,310,113,102,-90.723757,42.525512
4,106,22,729,290,76,61,-90.723900,42.525467
2,64,22,1236,373,257,154,-90.723615,42.525761
3,62,23,478,237,123,102,-90.723392,42.525780
5,107,23,5,506,155,140,-90.723623,42.525509
