1,1654,1544,355,222,220,-1,-1
1,1693,1774,423,206,156,-1,-1
1,1700,2094,426,247,158,-1,-1
2,1654,1544,355,222,220,-1,-1
2,1693,1774,423,206,156,-1,-1
2,1700,2094,426,247,158,-1,-1
3,1654,1544,355,222,220,-1,-1
3,1693,1774,423,206,156,-1,-1
3,1700,2094,426,247,158,-1,-1
4,1654,1544,355,222,220,-1,-1
4,1693,1774,423,206,156,-1,-1
4,1700,2094,426,247,158,-1,-1
5,1654,1544,355,222,220,-1,-1
5,1693,1774,423,206,156,-1,-1
5,1700,2093,426,247,158,-1,-1
6,1654,1544,355,222,220,-1,-1
6,1693,1774,423,206,156,-1,-1
6,1700,2093,426,247,158,-1,-1
7,1654,1544,355,222,220,-1,-1
7,1693,1774,423,206,156,-1,-1
7,1700,2093,426,247,158,-1,-1
8,1654,1544,355,223,220,-1,-1
8,1693,1774,423,206,156,-1,-1
8,1700,2093,426,247,158,-1,-1
9,1654,1544,355,223,220,-1,-1
9,1693,1774,423,206,156,-1,-1
9,1700,2093,426,247,157,-1,-1
10,1654,1544,355,223,220,-1,-1
10,1693,1774,423,206,156,-1,-1
10,1700,2093,426,247,157,-1,-1
11,1654,1544,355,223,220,-1,-1
11,1693,1774,423,206,156,-1,-1
11,1700,2093,426,247,157,-1,-1
12,1654,1543,355,223,220,-1,-1
12,1693,1774,423,206,156,-1,-1
12,1700,2093,426,247,157,-1,-1
13,1654,1543,355,223,220,-1,-1
13,1693,1774,423,206,156,-1,-1
13,1700,2093,426,247,157,-1,-1
14,1654,1543,355,223,220,-1,-1
14,1693,1774,423,206,156,-1,-1
14,1700,2093,426,248,157,-1,-1
15,1654,1543,355,223,220,-1,-1
15,1693,1774,423,206,156,-1,-1
15,1700,2093,426,248,157,-1,-1
16,1654,1543,355,223,220,-1,-1
16,1693,1774,423,206,156,-1,-1
16,1700,2093,426,248,157,-1,-1
17,1654,1543,355,223,220,-1,-1
17,1693,1774,423,206,156,-1,-1
17,1700,2093,426,248,157,-1,-1
18,1654,1543,355,223,220,-1,-1
18,1693,1774,423,206,156,-1,-1
18,1700,2093,426,248,157,-1,-1
